identifier	upos_dist_DET	upos_dist_ADV	upos_dist_PUNCT	upos_dist_NUM	upos_dist_PRON	upos_dist_ADP	upos_dist_PROPN	upos_dist_ADJ	upos_dist_VERB	upos_dist_NOUN	upos_dist_CCONJ	upos_dist_AUX	xpos_dist_A	xpos_dist_VA	xpos_dist_B	xpos_dist_FB	xpos_dist_PC	xpos_dist_N	xpos_dist_V	xpos_dist_SP	xpos_dist_RD	xpos_dist_E	xpos_dist_CC	xpos_dist_FF	xpos_dist_RI	xpos_dist_FS	xpos_dist_S	verbs_mood_dist_Ind	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_form_dist_Inf	verbs_form_dist_Fin	verbs_form_dist_Part	verbs_num_pers_dist_Sing+3	aux_mood_dist_Ind	aux_tense_dist_Pres	aux_form_dist_Fin	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_advcl	dep_dist_nmod	dep_dist_obl	dep_dist_aux	dep_dist_conj	dep_dist_cop	dep_dist_advmod	dep_dist_cc	dep_dist_det	dep_dist_root	dep_dist_obj	dep_dist_punct	dep_dist_mark	dep_dist_case	dep_dist_amod	dep_dist_nsubj	subj_pre	subj_post	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prep_dist_1	subordinate_dist_1	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_4	verb_edges_dist_3	avg_verb_edges
isdt_isst_tanl-210	11.1111111111111	0	11.1111111111111	0	0	33.3333333333333	22.2222222222222	0	0	22.2222222222222	0	0	0	0	0	0	0	0	0	0.222222222222222	0.111111111111111	0.333333333333333	0	0	0	0.111111111111111	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71428571428571	3	3	3	0	33.3333333333333	0	0	0	0	0	0	11.1111111111111	11.1111111111111	0	11.1111111111111	0	33.3333333333333	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-212	33.3333333333333	0	33.3333333333333	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-215	22.2222222222222	0	11.1111111111111	0	0	0	11.1111111111111	11.1111111111111	0	11.1111111111111	0	22.2222222222222	0.111111111111111	0	0	0	0	0	0.222222222222222	0.111111111111111	0.222222222222222	0	0	0	0	0.111111111111111	0.111111111111111	0	0	0	0	0	0	0	100	100	100	50	1	100	9	2.14285714285714	5	5	3	11.1111111111111	0	0	0	0	22.2222222222222	0	0	22.2222222222222	11.1111111111111	0	11.1111111111111	11.1111111111111	0	0	11.1111111111111	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-216	33.3333333333333	0	33.3333333333333	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-217	14.2857142857143	0	14.2857142857143	0	0	14.2857142857143	0	28.5714285714286	0	28.5714285714286	0	0	0.285714285714286	0	0	0	0	0	0	0	0.142857142857143	0.142857142857143	0	0	0	0.142857142857143	0.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	5	5	2	0	14.2857142857143	0	0	0	0	0	0	14.2857142857143	14.2857142857143	0	14.2857142857143	0	14.2857142857143	28.5714285714286	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-225	0	0	50	0	0	0	0	16.6666666666667	0	16.6666666666667	0	16.6666666666667	0.166666666666667	0	0	0.333333333333333	0	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	100	0	100	100	1	100	6	2.5	3	3	1	0	0	0	0	0	16.6666666666667	0	0	0	16.6666666666667	0	50	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-245	0	0	33.3333333333333	0	0	0	0	16.6666666666667	33.3333333333333	16.6666666666667	0	0	0.166666666666667	0	0	0	0	0	0.333333333333333	0	0	0	0	0.166666666666667	0	0.166666666666667	0.166666666666667	100	50	50	0	50	50	100	0	0	0	0	2	100	3	1.66666666666667	2	2	2	16.6666666666667	0	0	0	0	0	0	0	0	16.6666666666667	16.6666666666667	33.3333333333333	0	0	16.6666666666667	0	0	0	100	0	0	0	100	1	50	50	0	0	50	0	0	1
isdt_isst_tanl-249	25	12.5	12.5	0	0	0	0	0	12.5	25	0	12.5	0	0.125	0.125	0	0	0	0.125	0	0.125	0	0	0	0.125	0.125	0.25	0	0	100	0	0	100	0	100	100	100	100	1	100	8	1.33333333333333	2	2	2	0	0	12.5	12.5	0	0	12.5	0	25	12.5	0	12.5	0	0	0	12.5	100	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-250	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-260	14.2857142857143	14.2857142857143	14.2857142857143	0	0	0	0	0	14.2857142857143	14.2857142857143	0	28.5714285714286	0	0.142857142857143	0	0	0	0	0.142857142857143	0	0.142857142857143	0	0	0	0	0.142857142857143	0.142857142857143	0	0	100	0	0	100	0	100	0	50	100	1	100	7	2.2	4	4	2	0	0	0	14.2857142857143	0	0	14.2857142857143	0	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	0	0	100	0	0	0	0	0	0	0	100	0	0	0	0	0	100	3
isdt_isst_tanl-262	28.5714285714286	0	14.2857142857143	0	0	14.2857142857143	0	0	0	28.5714285714286	0	14.2857142857143	0	0	0	0	0	0	0.142857142857143	0	0.142857142857143	0.142857142857143	0	0	0.142857142857143	0.142857142857143	0.285714285714286	0	0	0	0	0	0	0	100	0	100	100	1	100	7	1.8	3	3	2	0	14.2857142857143	0	0	0	14.2857142857143	0	0	28.5714285714286	14.2857142857143	0	14.2857142857143	0	14.2857142857143	0	0	0	0	0	1	1	100	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-266	11.1111111111111	11.1111111111111	11.1111111111111	0	22.2222222222222	11.1111111111111	0	0	11.1111111111111	11.1111111111111	0	11.1111111111111	0	0	0.111111111111111	0	0.222222222222222	0	0.222222222222222	0	0.111111111111111	0.111111111111111	0	0	0	0.111111111111111	0.111111111111111	0	0	0	100	0	0	0	100	0	100	100	2	100	4.5	1.71428571428571	3	3	3	11.1111111111111	0	0	0	0	11.1111111111111	0	0	11.1111111111111	11.1111111111111	11.1111111111111	11.1111111111111	11.1111111111111	0	0	0	0	0	50	0	0	0	100	1	50	50	100	0	100	0	0	2
isdt_isst_tanl-274	0	0	33.3333333333333	0	0	0	16.6666666666667	0	33.3333333333333	0	16.6666666666667	0	0	0	0	0	0	0	0.333333333333333	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0	0.166666666666667	0	0	0	100	0	0	100	0	0	0	0	0	2	100	3	1.66666666666667	2	2	2	0	0	16.6666666666667	0	16.6666666666667	0	0	16.6666666666667	0	16.6666666666667	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	50	50	0	0	1.5
isdt_isst_tanl-275	16.6666666666667	0	50	0	0	0	0	0	16.6666666666667	16.6666666666667	0	0	0	0	0	0.333333333333333	0	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0.166666666666667	0.166666666666667	100	0	0	0	100	0	100	0	0	0	0	1	100	6	1.5	2	2	2	0	0	0	0	0	0	0	0	16.6666666666667	16.6666666666667	0	50	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-276	14.2857142857143	0	14.2857142857143	0	0	0	14.2857142857143	14.2857142857143	14.2857142857143	28.5714285714286	0	0	0.142857142857143	0	0	0	0	0	0.142857142857143	0.142857142857143	0.142857142857143	0	0	0	0	0.142857142857143	0.285714285714286	0	0	100	0	0	100	0	0	0	0	0	1	0	7	1.2	2	2	3	0	14.2857142857143	0	0	0	0	0	0	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	14.2857142857143	0	0	0	0	0	0	0	100	1	0	100	100	100	0	0	0	1
isdt_isst_tanl-288	0	0	12.5	0	12.5	25	0	0	12.5	25	0	12.5	0	0.125	0	0	0.125	0	0.125	0	0	0.25	0	0	0	0.125	0.25	0	0	100	0	0	100	0	100	100	100	0	1	100	8	1.83333333333333	4	4	2	0	0	25	12.5	0	0	0	0	0	12.5	12.5	12.5	0	25	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	3
isdt_isst_tanl-289	16.6666666666667	0	16.6666666666667	0	16.6666666666667	0	0	0	16.6666666666667	16.6666666666667	0	16.6666666666667	0	0.166666666666667	0	0	0.166666666666667	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0	0	100	0	0	100	0	100	100	100	100	1	100	6	1.75	3	3	2	0	0	0	16.6666666666667	0	0	0	0	16.6666666666667	16.6666666666667	16.6666666666667	16.6666666666667	0	0	0	16.6666666666667	100	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-290	0	20	60	0	0	0	0	20	0	0	0	0	0.2	0	0.2	0.2	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	20	0	0	20	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-297	16.6666666666667	0	16.6666666666667	0	0	16.6666666666667	16.6666666666667	16.6666666666667	0	16.6666666666667	0	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0.166666666666667	0	0	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3	3	2	0	16.6666666666667	0	0	0	0	0	0	16.6666666666667	16.6666666666667	0	16.6666666666667	0	16.6666666666667	16.6666666666667	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-306	0	33.3333333333333	33.3333333333333	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	33.3333333333333	0	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-309	22.2222222222222	11.1111111111111	11.1111111111111	0	0	0	0	11.1111111111111	11.1111111111111	22.2222222222222	0	11.1111111111111	0.111111111111111	0.111111111111111	0	0	0	0	0.111111111111111	0	0.222222222222222	0	0	0	0	0.111111111111111	0.222222222222222	0	0	100	0	0	100	0	100	100	100	100	1	100	9	1.57142857142857	3	3	2	0	0	0	11.1111111111111	0	0	11.1111111111111	0	22.2222222222222	11.1111111111111	11.1111111111111	11.1111111111111	0	0	11.1111111111111	11.1111111111111	100	0	100	0	0	0	0	0	100	0	0	0	0	0	100	3
isdt_isst_tanl-310	28.5714285714286	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	0	0	14.2857142857143	0	14.2857142857143	0	0	0	0	0	0	0.142857142857143	0	0.142857142857143	0	0	0	0	0.142857142857143	0.142857142857143	0	0	0	0	0	0	0	100	0	100	100	1	100	7	1.8	3	3	2	0	0	0	0	0	14.2857142857143	14.2857142857143	0	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	0	14.2857142857143	0	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-319	0	20	20	0	20	0	0	0	20	0	0	20	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	100	0	0	100	0	100	100	100	100	1	100	5	2	3	3	1	0	0	0	20	0	0	20	0	0	20	0	20	0	0	0	20	100	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-329	25	0	12.5	25	0	12.5	0	0	12.5	12.5	0	0	0	0	0	0	0	0.25	0.125	0	0.125	0.125	0	0	0	0.125	0.125	0	0	100	0	0	100	0	0	0	0	0	1	0	8	1.66666666666667	3	3	3	0	0	12.5	0	0	0	0	0	12.5	12.5	0	12.5	0	12.5	0	0	0	0	0	0	0	0	100	1	0	100	0	100	0	0	0	1
isdt_isst_tanl-337	0	0	14.2857142857143	14.2857142857143	0	0	14.2857142857143	0	28.5714285714286	14.2857142857143	14.2857142857143	0	0	0	0	0	0	0.142857142857143	0.285714285714286	0.142857142857143	0	0	0.142857142857143	0	0	0.142857142857143	0.142857142857143	0	0	100	0	0	100	0	0	0	0	0	2	0	3.5	1.8	4	4	3	0	14.2857142857143	0	0	14.2857142857143	0	0	14.2857142857143	0	14.2857142857143	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	100	1	0	100	0	100	0	0	0	1
isdt_isst_tanl-339	25	0	12.5	0	0	0	0	12.5	12.5	25	0	12.5	0.125	0.125	0	0	0	0	0.125	0	0.25	0	0	0	0	0.125	0.25	0	0	100	0	0	100	0	100	0	100	100	1	100	8	1.66666666666667	3	3	2	0	0	12.5	12.5	0	0	0	0	25	12.5	0	12.5	0	0	12.5	12.5	100	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-348	25	0	12.5	0	0	12.5	0	12.5	0	37.5	0	0	0.125	0	0	0	0	0	0	0	0.125	0.125	0	0	0.125	0.125	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	4	4	2	0	25	0	0	0	0	0	0	25	12.5	0	12.5	0	12.5	12.5	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-349	0	14.2857142857143	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	14.2857142857143	0	0	28.5714285714286	0	0.285714285714286	0.142857142857143	0	0	0.142857142857143	0.142857142857143	0	0	0.142857142857143	0	0	0	0	0	0	0	100	0	0	100	0	100	50	50	0	1	100	7	1.8	3	3	2	0	0	0	14.2857142857143	0	0	14.2857142857143	0	0	14.2857142857143	0	14.2857142857143	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-350	11.1111111111111	11.1111111111111	22.2222222222222	0	0	11.1111111111111	0	0	11.1111111111111	22.2222222222222	0	11.1111111111111	0	0.111111111111111	0.111111111111111	0.111111111111111	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0	0.111111111111111	0.222222222222222	0	0	100	0	0	100	0	100	100	100	0	1	100	9	2	5	5	2	0	0	11.1111111111111	11.1111111111111	0	0	11.1111111111111	0	0	11.1111111111111	11.1111111111111	22.2222222222222	0	11.1111111111111	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	3
isdt_isst_tanl-351	11.1111111111111	0	22.2222222222222	0	0	0	0	22.2222222222222	11.1111111111111	22.2222222222222	11.1111111111111	0	0.222222222222222	0	0	0.111111111111111	0	0	0.111111111111111	0	0.111111111111111	0	0.111111111111111	0	0	0.111111111111111	0.222222222222222	100	0	0	0	100	0	0	0	0	0	0	1	100	9	1.66666666666667	4	4	3	0	0	0	0	11.1111111111111	0	0	11.1111111111111	11.1111111111111	11.1111111111111	11.1111111111111	22.2222222222222	0	0	22.2222222222222	0	0	0	100	0	0	0	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-364	0	12.5	12.5	0	12.5	0	0	12.5	12.5	12.5	0	12.5	0.125	0	0	0	0.125	0	0.25	0	0	0	0	0	0	0	0.125	0	0	0	0	100	0	0	100	0	100	100	2	100	4	2	4	4	2	0	0	0	0	0	12.5	12.5	0	0	12.5	0	12.5	12.5	0	0	12.5	0	100	0	0	0	0	100	1	50	50	100	0	0	100	0	4
isdt_isst_tanl-379	12.5	0	37.5	0	0	0	12.5	0	12.5	12.5	0	12.5	0	0.125	0	0.25	0	0	0.125	0.125	0.125	0	0	0	0	0.125	0.125	0	0	100	0	0	100	0	0	100	100	0	1	100	8	1.5	2	2	2	0	0	12.5	12.5	0	0	0	0	12.5	12.5	12.5	37.5	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-391	0	0	57.1428571428571	0	0	0	0	0	0	42.8571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571428571429	0	0.142857142857143	0.428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	1	0	0	0	0	28.5714285714286	0	0	0	0	14.2857142857143	0	57.1428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-402	0	0	33.3333333333333	0	16.6666666666667	0	0	0	16.6666666666667	0	0	33.3333333333333	0	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0	0	0	0	100	0	0	0	100	50	50	0	1	100	6	1.33333333333333	2	2	1	0	0	0	33.3333333333333	0	0	0	0	0	16.6666666666667	0	33.3333333333333	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-408	0	0	33.3333333333333	11.1111111111111	0	0	22.2222222222222	11.1111111111111	0	22.2222222222222	0	0	0.111111111111111	0	0	0	0	0.111111111111111	0	0.222222222222222	0	0	0	0.222222222222222	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	6	6	2	0	11.1111111111111	0	0	0	0	0	0	0	11.1111111111111	0	33.3333333333333	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-412	0	0	37.5	0	0	12.5	12.5	12.5	12.5	0	0	12.5	0.125	0	0	0.25	0	0	0.25	0.125	0	0.125	0	0	0	0.125	0	100	100	0	0	100	0	0	100	0	100	0	2	100	4	1.5	2	2	3	0	0	12.5	0	0	12.5	0	0	0	12.5	0	37.5	0	12.5	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-418	16.6666666666667	16.6666666666667	33.3333333333333	0	0	0	0	0	16.6666666666667	16.6666666666667	0	0	0	0	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0.166666666666667	100	0	0	0	100	0	0	0	0	0	0	1	100	6	1	1	1	2	0	0	0	0	0	0	16.6666666666667	0	16.6666666666667	16.6666666666667	16.6666666666667	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-422	12.5	12.5	12.5	0	0	12.5	12.5	25	0	12.5	0	0	0.25	0	0.125	0	0	0	0	0.125	0.125	0.125	0	0	0	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	3	3	2	0	12.5	0	0	0	0	12.5	0	12.5	12.5	0	12.5	0	12.5	25	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-428	20	0	20	0	0	20	0	0	20	20	0	0	0	0	0	0	0	0	0.2	0	0.2	0.2	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	1	100	5	2	3	3	2	0	0	20	0	0	0	0	0	20	20	0	20	0	20	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-436	0	0	25	0	25	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.125	0	0.125	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	3	0	25	0	0	12.5	0	0	0	0	12.5	0	25	0	25	0	0	0	0	0	2	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-451	20	0	20	0	0	0	0	20	0	20	0	20	0.2	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	100	100	100	100	1	100	5	1.33333333333333	2	2	2	0	0	0	0	0	20	0	0	20	20	0	20	0	0	0	20	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-473	20	0	20	0	0	20	40	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	0	20	0	0	0	0	0	0	20	20	0	20	0	20	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-490	20	0	20	0	0	0	20	20	0	20	0	0	0.2	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	2	2	1	0	20	0	0	0	0	0	0	20	20	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-493	12.5	0	37.5	0	0	12.5	12.5	12.5	0	12.5	0	0	0.125	0	0	0.25	0	0	0	0.125	0.125	0.125	0	0	0	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	3	3	2	0	12.5	0	0	0	0	0	0	12.5	12.5	0	37.5	0	12.5	12.5	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0
isdt_isst_tanl-496	22.2222222222222	11.1111111111111	11.1111111111111	0	0	11.1111111111111	0	0	11.1111111111111	22.2222222222222	0	11.1111111111111	0	0	0.111111111111111	0	0	0	0.111111111111111	0	0.222222222222222	0.111111111111111	0	0	0	0.111111111111111	0.222222222222222	0	0	0	100	0	0	0	0	100	100	100	1	100	9	2.14285714285714	5	5	3	0	11.1111111111111	0	11.1111111111111	0	0	11.1111111111111	0	22.2222222222222	11.1111111111111	0	11.1111111111111	0	11.1111111111111	0	11.1111111111111	100	0	0	1	1	100	0	0	100	0	0	100	0	0	0	1
isdt_isst_tanl-497	11.1111111111111	22.2222222222222	22.2222222222222	0	0	0	0	0	11.1111111111111	22.2222222222222	0	11.1111111111111	0	0	0.222222222222222	0.111111111111111	0	0	0.222222222222222	0	0.111111111111111	0	0	0	0	0.111111111111111	0.222222222222222	0	0	0	100	0	0	0	0	100	100	100	2	100	4.5	1.83333333333333	4	4	3	0	0	0	0	0	11.1111111111111	22.2222222222222	0	11.1111111111111	11.1111111111111	11.1111111111111	22.2222222222222	0	0	0	0	100	0	100	0	0	0	100	1	50	50	0	0	0	0	100	3
isdt_isst_tanl-502	12.5	37.5	12.5	0	0	0	0	12.5	0	12.5	0	12.5	0.125	0	0.25	0	0	0	0.125	0	0.125	0	0	0	0	0.125	0.125	0	0	0	0	0	0	0	100	100	100	100	1	100	8	2.66666666666667	5	5	2	0	0	0	0	0	12.5	37.5	0	12.5	12.5	0	12.5	0	0	0	12.5	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
isdt_isst_tanl-510	11.1111111111111	11.1111111111111	22.2222222222222	0	0	0	11.1111111111111	11.1111111111111	11.1111111111111	11.1111111111111	0	11.1111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0	0	0.111111111111111	0.111111111111111	0.111111111111111	0	0	0	0	0	0.111111111111111	0	0	100	0	0	100	0	100	100	100	100	1	100	9	1.33333333333333	2	2	2	0	0	0	11.1111111111111	0	0	11.1111111111111	0	11.1111111111111	11.1111111111111	11.1111111111111	22.2222222222222	0	0	11.1111111111111	11.1111111111111	100	0	100	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-512	12.5	12.5	12.5	0	12.5	12.5	0	0	25	12.5	0	0	0	0	0.125	0	0.125	0	0.25	0	0	0.125	0	0	0.125	0.125	0.125	100	100	0	50	50	0	100	0	0	0	0	2	100	4	2	5	5	3	0	0	0	0	0	0	12.5	0	12.5	12.5	0	12.5	12.5	0	0	12.5	0	100	0	0	0	0	100	1	50	50	100	50	0	0	50	2
isdt_isst_tanl-515	0	20	40	0	0	0	0	0	20	20	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0.2	0.2	100	100	0	0	100	0	100	0	0	0	0	1	100	5	2	3	3	1	0	0	0	0	0	0	20	0	0	20	20	40	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-516	0	40	40	0	0	0	0	0	20	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0.2	0	0	0	0	100	0	0	0	0	0	0	0	1	100	5	2	3	3	1	0	0	0	0	0	0	40	0	0	20	0	40	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-519	16.6666666666667	16.6666666666667	16.6666666666667	0	16.6666666666667	0	0	0	16.6666666666667	16.6666666666667	0	0	0	0	0.166666666666667	0	0.166666666666667	0	0.166666666666667	0	0	0	0	0	0	0	0.166666666666667	100	0	0	0	100	0	100	0	0	0	0	1	100	6	1.75	3	3	2	0	0	16.6666666666667	0	0	0	16.6666666666667	0	16.6666666666667	16.6666666666667	16.6666666666667	16.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-526	25	0	12.5	0	0	12.5	25	0	12.5	12.5	0	0	0	0	0	0	0	0	0.125	0.25	0.25	0.125	0	0	0	0	0.125	100	100	0	0	100	0	100	0	0	0	0	1	100	8	1.66666666666667	3	3	3	0	12.5	0	0	0	0	0	0	25	12.5	12.5	12.5	0	12.5	0	12.5	100	0	100	1	1	100	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-531	12.5	12.5	12.5	0	0	0	0	0	12.5	12.5	12.5	12.5	0	0	0.125	0	0	0	0.25	0	0.125	0	0.125	0	0	0.125	0.125	100	100	0	0	100	0	0	100	100	100	100	2	100	4	1.5	2	2	3	0	0	0	0	0	12.5	0	12.5	12.5	12.5	0	12.5	12.5	0	0	12.5	0	100	0	0	0	0	100	1	50	50	100	0	100	0	0	2
isdt_isst_tanl-544	14.2857142857143	14.2857142857143	14.2857142857143	0	0	0	0	14.2857142857143	14.2857142857143	14.2857142857143	0	14.2857142857143	0.142857142857143	0	0.142857142857143	0	0	0	0.142857142857143	0	0.142857142857143	0	0	0	0	0	0.142857142857143	0	0	0	100	0	0	0	100	100	100	100	1	100	7	1.4	2	2	2	0	0	0	14.2857142857143	0	0	14.2857142857143	0	14.2857142857143	14.2857142857143	0	14.2857142857143	0	0	14.2857142857143	14.2857142857143	0	100	0	0	0	0	0	0	100	0	0	0	100	0	0	2
isdt_isst_tanl-547	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
